INFO: fatal set by FNCS_FATAL env var
INFO: fncs::die() will not call exit()
DEBUG: broker = tcp://localhost:5570
    default: 1
  loadforecastDAM_LSE5_H3:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE5_H3
    default: 1
  loadforecastDAM_LSE5_H4:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE5_H4
    default: 1
  loadforecastDAM_LSE5_H5:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE5_H5
    default: 1
  loadforecastDAM_LSE5_H6:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE5_H6
    default: 1
  loadforecastDAM_LSE5_H7:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE5_H7
    default: 1
  loadforecastDAM_LSE5_H8:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE5_H8
    default: 1
  loadforecastDAM_LSE5_H9:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE5_H9
    default: 1
  loadforecastDAM_LSE6_H0:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H0
    default: 1
  loadforecastDAM_LSE6_H1:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H1
    default: 1
  loadforecastDAM_LSE6_H10:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H10
    default: 1
  loadforecastDAM_LSE6_H11:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H11
    default: 1
  loadforecastDAM_LSE6_H12:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H12
    default: 1
  loadforecastDAM_LSE6_H13:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H13
    default: 1
  loadforecastDAM_LSE6_H14:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H14
    default: 1
  loadforecastDAM_LSE6_H15:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H15
    default: 1
  loadforecastDAM_LSE6_H16:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H16
    default: 1
  loadforecastDAM_LSE6_H17:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H17
    default: 1
  loadforecastDAM_LSE6_H18:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H18
    default: 1
  loadforecastDAM_LSE6_H19:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H19
    default: 1
  loadforecastDAM_LSE6_H2:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H2
    default: 1
  loadforecastDAM_LSE6_H20:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H20
    default: 1
  loadforecastDAM_LSE6_H21:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H21
    default: 1
  loadforecastDAM_LSE6_H22:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H22
    default: 1
  loadforecastDAM_LSE6_H23:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H23
    default: 1
  loadforecastDAM_LSE6_H3:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H3
    default: 1
  loadforecastDAM_LSE6_H4:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H4
    default: 1
  loadforecastDAM_LSE6_H5:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H5
    default: 1
  loadforecastDAM_LSE6_H6:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H6
    default: 1
  loadforecastDAM_LSE6_H7:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H7
    default: 1
  loadforecastDAM_LSE6_H8:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H8
    default: 1
  loadforecastDAM_LSE6_H9:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE6_H9
    default: 1
  loadforecastDAM_LSE7_H0:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H0
    default: 1
  loadforecastDAM_LSE7_H1:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H1
    default: 1
  loadforecastDAM_LSE7_H10:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H10
    default: 1
  loadforecastDAM_LSE7_H11:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H11
    default: 1
  loadforecastDAM_LSE7_H12:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H12
    default: 1
  loadforecastDAM_LSE7_H13:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H13
    default: 1
  loadforecastDAM_LSE7_H14:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H14
    default: 1
  loadforecastDAM_LSE7_H15:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H15
    default: 1
  loadforecastDAM_LSE7_H16:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H16
    default: 1
  loadforecastDAM_LSE7_H17:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H17
    default: 1
  loadforecastDAM_LSE7_H18:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H18
    default: 1
  loadforecastDAM_LSE7_H19:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H19
    default: 1
  loadforecastDAM_LSE7_H2:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H2
    default: 1
  loadforecastDAM_LSE7_H20:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H20
    default: 1
  loadforecastDAM_LSE7_H21:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H21
    default: 1
  loadforecastDAM_LSE7_H22:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H22
    default: 1
  loadforecastDAM_LSE7_H23:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H23
    default: 1
  loadforecastDAM_LSE7_H3:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H3
    default: 1
  loadforecastDAM_LSE7_H4:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H4
    default: 1
  loadforecastDAM_LSE7_H5:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H5
    default: 1
  loadforecastDAM_LSE7_H6:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H6
    default: 1
  loadforecastDAM_LSE7_H7:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H7
    default: 1
  loadforecastDAM_LSE7_H8:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H8
    default: 1
  loadforecastDAM_LSE7_H9:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE7_H9
    default: 1
  loadforecastDAM_LSE8_H0:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H0
    default: 1
  loadforecastDAM_LSE8_H1:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H1
    default: 1
  loadforecastDAM_LSE8_H10:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H10
    default: 1
  loadforecastDAM_LSE8_H11:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H11
    default: 1
  loadforecastDAM_LSE8_H12:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H12
    default: 1
  loadforecastDAM_LSE8_H13:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H13
    default: 1
  loadforecastDAM_LSE8_H14:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H14
    default: 1
  loadforecastDAM_LSE8_H15:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H15
    default: 1
  loadforecastDAM_LSE8_H16:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H16
    default: 1
  loadforecastDAM_LSE8_H17:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H17
    default: 1
  loadforecastDAM_LSE8_H18:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H18
    default: 1
  loadforecastDAM_LSE8_H19:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H19
    default: 1
  loadforecastDAM_LSE8_H2:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H2
    default: 1
  loadforecastDAM_LSE8_H20:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H20
    default: 1
  loadforecastDAM_LSE8_H21:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H21
    default: 1
  loadforecastDAM_LSE8_H22:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H22
    default: 1
  loadforecastDAM_LSE8_H23:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H23
    default: 1
  loadforecastDAM_LSE8_H3:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H3
    default: 1
  loadforecastDAM_LSE8_H4:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H4
    default: 1
  loadforecastDAM_LSE8_H5:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H5
    default: 1
  loadforecastDAM_LSE8_H6:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H6
    default: 1
  loadforecastDAM_LSE8_H7:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H7
    default: 1
  loadforecastDAM_LSE8_H8:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H8
    default: 1
  loadforecastDAM_LSE8_H9:
    topic: NetLoadForecastDAM/loadforecastDAM_LSE8_H9
    default: 1
  loadforecastRTM_1:
    topic: NetLoadForecastRTM/loadforecastRTM_1
    default: 1
  loadforecastRTM_2:
    topic: NetLoadForecastRTM/loadforecastRTM_2
    default: 1
  loadforecastRTM_3:
    topic: NetLoadForecastRTM/loadforecastRTM_3
  loadforecastRTM_4:
    topic: NetLoadForecastRTM/loadforecastRTM_4
    default: 1
  loadforecastRTM_5:
    topic: NetLoadForecastRTM/loadforecastRTM_5
    default: 1
  loadforecastRTM_6:
    topic: NetLoadForecastRTM/loadforecastRTM_6
  loadforecastRTM_7:
    topic: NetLoadForecastRTM/loadforecastRTM_7
    default: 1
  loadforecastRTM_8:
    topic: NetLoadForecastRTM/loadforecastRTM_8
    default: 1

DEBUG2: sending HELLO
DEBUG4: called zmsg_recv
DEBUG2: received ACK
DEBUG2: connection order ID is 3
DEBUG2: n_sims is 4
DEBUG2: n_keys is 0
DEBUG2: time_peer_long is 1000000000 parsed from 1000000000
DEBUG2: received second ACK
AMESFrame main
